商品CD,呼び径1,呼び径2,呼び径3,年号,倉庫部門CD,年月度,現在庫_完成品数,現在庫_出荷予定数,最終更新日,最終更新時刻
asdfasd
KKUD 000     , 350, 150,   ,2021,2,00000000,0,0,20241213,010528
NZPD 000     , 300, 450,   ,2021,2,00000000,0,0,20241213,010739
K22D 000     , 300,    ,   ,2021,2,00000000,0,0,20241213,010410
KS2EA000     , 350,    ,   ,2021,2,00000000,0,0,20241213,010609
G05E 000     , 150,    ,   ,2021,2,00000000,0,0,20241213,010309
G22E 000     , 150,    ,   ,2021,2,00000000,0,0,20241213,010313
KJRE 000     , 250,    ,   ,2021,3,00000000,0,0,20241213,010455
KZPE 000     , 250, 450,   ,2021,2,00000000,0,0,20241213,010630
TFTE2000     , 150, 100,   ,2021,2,00000000,0,0,20220922,094337
KS1ER113     , 150,    ,   ,2021,1,00000000,0,0,20230221,111536
TP1E 000     ,  75,    ,   ,2021,3,00000000,0,0,20241213,010801
K22N 000     ,  75,    ,   ,2021,2,00000000,0,0,20241213,010414
TS1NA000     , 150,    ,   ,2021,2,00000000,0,0,20241213,010804
TS1NK000     , 150,    ,   ,2021,2,00000000,0,0,20241213,010804
TS1N5000     , 150,    ,   ,2021,2,00000000,0,0,20241213,010804
F3TNR000     , 100, 100,   ,2021,2,00000000,0,0,20241213,010151
TS2NA000     , 150,    ,   ,2021,2,00000000,0,0,20241213,010808
T22N 000     , 100,    ,   ,2021,2,00000000,0,0,20241213,010754
TS2N5000     , 150,    ,   ,2021,2,00000000,0,0,20241213,010808
GGSE 000     , 100,  75,   ,2021,31,00000000,0,0,20241213,010331
GGUE 000     , 100,  75,   ,2021,31,00000000,0,0,20241213,010337
GGUE 000     , 200, 150,   ,2021,31,00000000,0,0,20241213,010338
GSPE 000     , 200,    ,   ,2021,31,00000000,0,0,20241213,010349
G90E 000     , 150,    ,   ,2021,31,00000000,0,0,20241213,010319
GGTE 000     , 300, 150,   ,2021,3,00000000,0,0,20241213,010335
FRPER000     , 250, 100,   ,2021,2,00000000,0,0,20211213,152929
GJRE 000     , 250,    ,   ,2021,2,00000000,0,0,20241213,010340
GGTE 000     , 200, 100,   ,2021,2,00000000,0,0,20241213,010334
FP2ER904     , 500, 949,   ,2021,3,00000000,0,0,20241213,010225
TS1E2000     , 150,    ,   ,2021,2,00000000,0,0,20241213,010802
TS2E2000     , 150,    ,   ,2021,2,00000000,0,0,20241213,010806
TS2E2000     ,  75,    ,   ,2021,2,00000000,0,0,20241213,010805
F3TER000     , 200, 200,   ,2021,1,00000000,0,0,20220117,001350
KFTE7000     , 200,  75,   ,2021,1,00000000,0,0,20210412,001225
GUTEA000     , 250,  75,   ,2021,1,00000000,7,0,20241213,010351
CBKR  R000   ,  25,    ,   ,2021,1,00000000,0,0,20210517,001229
FP2ER904     , 500, 700,   ,2021,3,00000000,0,0,20241213,010225
K45N 000     , 450,    ,   ,2021,1,00000000,0,0,20241213,010425
KP1N 000     , 500,    ,   ,2021,1,00000000,0,0,20241213,010544
K90E 000     , 200,    ,   ,2021,2,00000000,0,0,20241213,010429
G05E 000     ,  75,    ,   ,2021,2,00000000,0,0,20241213,010308
GZPE 000     , 250, 450,   ,2021,2,00000000,0,0,20241213,010355
GZPE 006     , 100, 450,   ,2021,1,00000000,0,0,20210301,151054
FTMEA000     , 300,    ,   ,2022,2,00000000,0,0,20241213,010304
FTMEA000     , 100,    ,   ,2022,2,00000000,0,0,20241213,010304
F3TER000     , 100, 100,   ,2024,2,00000000,2,1,20241213,010147
DFHKURR450   , 100,    ,   ,2024,1,00000000,0,0,20241213,010134
KS1ER113     , 250,    ,   ,2024,3,00000000,0,0,20241213,001443
KS1YR113     , 250,    ,   ,2024,3,00000000,0,0,20241213,010603
F90ER113     , 250,    ,   ,2024,2,00000000,0,0,20241213,001531
F90YR113     , 250,    ,   ,2024,2,00000000,0,0,20240415,001553
KFTEA000     , 400,  75,   ,2024,1,00000000,1,0,20241213,010439
KS1ED000     , 200,    ,   ,2024,2,00000000,0,0,20240917,103350
KS2EF000     , 150,    ,   ,2024,2,00000000,0,0,20241021,001637
KS1ED000     ,  75,    ,   ,2024,2,00000000,0,0,20241212,144014
KKUN 000     , 500, 450,   ,2022,1,00000000,0,0,20241213,010537
K90D 000     , 300,    ,   ,2024,2,00000000,0,0,20241213,010427
KKUD 000     , 300, 100,   ,2024,2,00000000,0,0,20241213,010528
KZPD 000     , 200, 300,   ,2024,2,00000000,0,0,20241213,010628
FFCDR000     , 250,    ,   ,2024,2,00000000,0,0,20241213,010210
FFCDR000     , 200,    ,   ,2024,2,00000000,0,0,20241213,010210
KS1DR000     , 150,    ,   ,2024,2,00000000,0,0,20241213,010547
FFCDR000     , 300,    ,   ,2024,2,00000000,6,0,20241213,010210
K45D 000     , 300,    ,   ,2024,3,00000000,0,0,20241213,010420
K11D 000     , 250,    ,   ,2024,3,00000000,0,0,20241213,010400
FFCDR000     , 200,    ,   ,2024,3,00000000,59,59,20241213,010210
KS1EA000     , 300,    ,   ,2024,3,00000000,24,2,20241213,010550
KS2EA000     , 300,    ,   ,2024,3,00000000,11,5,20241213,010609
KS2EA000     ,  75,    ,   ,2024,3,00000000,15,2,20241213,010608
KFTEA000     , 250,  75,   ,2022,1,00000000,0,0,20240201,135357
NNUE 000     , 300, 250,   ,2024,3,00000000,0,0,20240214,095704
FSPNR000     , 100, 250,   ,2024,2,00000000,0,0,20241213,010258
FSPNA000     , 100, 250,   ,2024,2,00000000,0,0,20241213,010254
KKTN 000     , 300, 100,   ,2024,2,00000000,0,0,20241213,010525
K22N 113     , 150,    ,   ,2024,2,00000000,0,0,20241213,010415
GFTEA000     , 100,  75,   ,2024,41,00000000,14,7,20241213,010321
K90E 002     ,  75,    ,   ,2024,3,00000000,0,0,20240214,095505
KP1N 000     , 250,    ,   ,2024,2,00000000,0,0,20241213,010543
FSPEF000     ,  75, 100,   ,2024,1,00000000,0,0,20240313,135036
KJRZ 000     , 100,    ,   ,2024,2,00000000,0,0,20240215,174213
K90E 002     ,  75,    ,   ,2022,3,00000000,1,0,20241213,010430
FFCER002     , 350,    ,   ,2023,3,00000000,0,0,20241213,010217
TTUE 000     , 150, 100,   ,2024,3,00000000,7,0,20241213,010812
G22E 002     , 100,    ,   ,2024,1,00000000,5,0,20241213,010314
ZPFER000     , 100,  50,   ,2024,3,00000000,26,0,20241213,010822
KJRE 000     , 100,    ,   ,2024,72,00000000,0,0,20241213,001541
FFCER002     , 350,    ,   ,2024,3,00000000,0,0,20240214,095548
ZCFFR000     ,  75,  75,   ,2024,1,00000000,7,0,20241213,010816
GGTD 000     , 250, 100,   ,2024,1,00000000,24,0,20241213,010333
KS1EA000     , 150,    ,   ,2024,2,00000000,59,1,20241213,010550
GUTEA000     , 200,  75,   ,2024,3,00000000,4,8,20241213,010351
KVTER000     , 150,  75,   ,2024,2,00000000,0,0,20240226,140017
KUTER000     , 150,  75,   ,2024,2,00000000,2,1,20241213,010623
K90Z 000     , 300,    ,   ,2024,3,00000000,0,0,20241213,001440
K45Z 000     , 300,    ,   ,2024,3,00000000,0,0,20241213,001440
K05Z 000     , 300,    ,   ,2024,3,00000000,0,0,20240515,001607
FSPEA113     ,  75, 200,   ,2024,3,00000000,0,0,20240214,111001
K2TEA000     , 400, 400,   ,2024,3,00000000,0,0,20240214,111029
F45EA000     , 400,    ,   ,2024,3,00000000,0,0,20240214,111030
F3TED000     , 250, 250,   ,2024,2,00000000,0,0,20241213,001533
F3TER000     , 250, 100,   ,2024,1,00000000,0,0,20240214,114151
TFTED000     , 150,  75,   ,2024,2,00000000,0,0,20241213,010758
TFTEF000     , 150,  75,   ,2024,2,00000000,0,0,20241213,010759
TTTE 000     , 200, 100,   ,2024,2,00000000,5,0,20241213,010811
DEAA TG000   ,  75, 150,   ,2024,1,00000000,24,0,20241213,010122
FSPEA000     ,  75, 200,   ,2024,2,00000000,358,30,20241213,010238
FSPEA000     ,  75, 400,   ,2024,2,00000000,308,140,20241213,010239
KS1EA000     , 400,    ,   ,2024,3,00000000,0,1,20241213,010551
ZPJE 000     , 150,  50,   ,2024,2,00000000,0,0,20241213,010825
KS1E2000     , 200,    ,   ,2024,1,00000000,2,2,20241213,010548
FFCNA000     ,  75,    ,   ,2023,2,00000000,0,0,20241213,010218
G90N 113     , 100,    ,   ,2023,1,00000000,0,0,20241213,010320
KKUD 000     , 300, 250,   ,2023,2,00000000,0,0,20241213,010528
F3TES0AA     ,  75,  75,   ,2023,1,00000000,0,0,20230213,101720
GGSN 000     , 200, 150,   ,2023,1,00000000,0,0,20241213,010332
GJRN 000     , 200,    ,   ,2023,1,00000000,0,0,20241213,010341
KS2NR000     , 500,    ,   ,2023,1,00000000,0,0,20241213,010620
GGSN 000     , 300, 100,   ,2023,1,00000000,0,0,20241213,010332
K22E 000     , 400,    ,   ,2023,3,00000000,0,0,20241213,010412
KZPE 000     , 250, 300,   ,2023,3,00000000,0,0,20230705,130253
KZPE 000     , 250, 450,   ,2023,3,00000000,0,0,20230612,001431
G05N 000     , 100,    ,   ,2023,1,00000000,0,0,20241213,010310
KS1DR000     , 250,    ,   ,2023,3,00000000,0,0,20241213,010547
KS2ED000     , 200,    ,   ,2023,2,00000000,2,0,20241213,010611
KKUE 000     , 200, 100,   ,2023,3,00000000,0,0,20241213,010530
KKTN 000     , 200, 150,   ,2023,3,00000000,0,0,20241213,010524
K90D 000     , 300,    ,   ,2023,3,00000000,0,0,20241213,010427
KVTDR000     ,  75,  75,   ,2023,2,00000000,0,0,20241213,010625
KKUD 000     , 300, 150,   ,2023,2,00000000,0,0,20241213,010528
KKTD 000     , 200, 100,   ,2023,2,00000000,0,0,20241213,010515
FFCER113     , 350,    ,   ,2023,2,00000000,0,0,20230928,112434
FTMZA000     , 200,    ,   ,2023,2,00000000,0,0,20230918,001440
ZCFFR000     , 200, 100,   ,2022,1,00000000,0,0,20230228,144646
ZCFFR000     , 200, 100,   ,2023,1,00000000,0,0,20240122,001512
GGTE 000     , 250, 100,   ,2023,2,00000000,3,4,20241213,010335
FSPCA000     ,  75, 300,   ,2023,2,00000000,0,0,20230612,001429
KS1EF000     , 200,    ,   ,2023,2,00000000,0,0,20241213,010554
KS2EF000     , 200,    ,   ,2023,2,00000000,0,0,20241213,010612
F90EF000     , 200,    ,   ,2023,2,00000000,0,0,20231116,001543
KS1EA000     ,  75,    ,   ,2023,2,00000000,0,0,20241213,010549
ZPFER000     , 150, 100,   ,2023,1,00000000,0,0,20240111,102645
K11E 000     , 100,    ,   ,2023,31,00000000,0,0,20230830,110218
FSPES00A     ,  75, 400,   ,2023,3,00000000,0,0,20241213,010251
F90ZR113     , 150,    ,   ,2021,2,00000000,0,0,20230228,151623
F90ZR113     , 150,    ,   ,2022,2,00000000,0,0,20230228,151623
F90ZR113     , 150,    ,   ,2023,2,00000000,0,0,20231225,091248
F90ZST00     , 150,    ,   ,2022,2,00000000,0,0,20230302,083502
F90ZST00     , 150,    ,   ,2023,2,00000000,0,0,20230228,162033
KS1ZR113     , 150,    ,   ,2021,2,00000000,0,0,20230228,151633
KS1ZR113     , 150,    ,   ,2022,2,00000000,0,0,20230228,151633
KS1ZR113     , 150,    ,   ,2023,2,00000000,0,0,20231225,091248
GVTEA000     , 300, 100,   ,2023,1,00000000,2,0,20241213,010352
F2LZR999     , 150,4000,   ,2023,3,00000000,0,0,20241213,010143
K1SZR903     , 150,1758,   ,2023,3,00000000,0,0,20241213,010409
K1SZR903     , 150, 538,   ,2023,3,00000000,0,0,20241213,010409
K1SZR903     , 150,3978,   ,2023,3,00000000,0,0,20241213,010409
FSPNR000     ,  75, 200,   ,2023,2,00000000,0,0,20241213,010257
FSPEA113     ,  75, 250,   ,2023,3,00000000,0,0,20230301,085520
KS1ZR000     , 150,    ,   ,2023,2,00000000,0,0,20241213,010604
K22N 000     , 300,    ,   ,2023,2,00000000,0,0,20241213,010415
KS2DR000     , 100,    ,   ,2023,1,00000000,0,0,20230228,104001
KS2DR000     , 100,    ,   ,2023,3,00000000,0,0,20241213,010606
FSPED000     , 100, 200,   ,2023,3,00000000,0,0,20230412,001541
FSPED000     , 100, 200,   ,2023,1,00000000,0,0,20240927,132319
KS1EF000     , 200,    ,   ,2023,1,00000000,0,0,20241213,010554
F90EF000     , 200,    ,   ,2023,1,00000000,0,0,20230412,001527
KUTEA000     , 100,  75,   ,2023,3,00000000,0,0,20241213,010623
KUTEA000     , 150,  75,   ,2023,3,00000000,1,1,20241213,010623
F90EA000     , 150,    ,   ,2023,1,00000000,0,0,20240111,105707
N90E 113     , 350,    ,   ,2021,2,00000000,0,0,20211012,115342
N45E 113     , 350,    ,   ,2021,2,00000000,0,0,20211012,115342
NN4E 113     , 350,    ,   ,2021,2,00000000,0,0,20211012,115342
NS1EA113     , 350,    ,   ,2021,2,00000000,0,0,20210412,001235
NJRE 113     , 350,    ,   ,2021,2,00000000,0,0,20211012,115342
DFH3 LR000   ,  75,    ,   ,2021,3,00000000,0,0,20210215,112147
N90E 113     , 350,    ,   ,2021,1,00000000,0,0,20220214,001423
N45E 113     , 350,    ,   ,2021,1,00000000,0,0,20220214,001423
FFCDR000     , 300,    ,   ,2023,3,00000000,0,0,20241213,010210
K11D 000     , 150,    ,   ,2023,3,00000000,0,0,20241213,010400
FFCER113     , 150,    ,   ,2022,3,00000000,0,0,20230417,142345
DEKQ  2000   ,  75,    ,   ,2023,1,00000000,0,0,20241213,010128
FSPER113     ,  75, 150,   ,2023,1,00000000,0,0,20230323,062025
0A7FB2489    ,    ,    ,   ,2023,1,00000000,0,0,20230918,001514
0A1FB2489    ,    ,    ,   ,2023,1,00000000,0,0,20231116,001528
F90E2000     , 100,    ,   ,2023,1,00000000,0,0,20230918,001515
F3TE2000     , 100, 100,   ,2023,1,00000000,0,0,20230601,105909
FSPE2000     , 100, 200,   ,2023,1,00000000,0,0,20230323,101635
NFTEA000     , 300, 100,   ,2023,2,00000000,0,0,20230420,142122
NNTE 000     , 300, 300,   ,2023,2,00000000,0,0,20240710,101312
GVTEA000     , 250,  75,   ,2023,2,00000000,0,0,20230323,115410
GFTED002     , 150,  75,   ,2022,1,00000000,0,0,20241213,010323
ZPFDR000     ,  75,  75,   ,2023,2,00000000,0,0,20241213,010819
G11N 000     , 150,    ,   ,2023,1,00000000,0,0,20241213,010312
KS2NR000     , 400,    ,   ,2023,1,00000000,0,0,20241213,010620
FSPER113     ,  75, 150,   ,2023,3,00000000,0,0,20231116,001457
FSPER113     ,  75, 150,   ,2022,3,00000000,0,0,20230515,001444
GFTED002     , 150,  75,   ,2023,1,00000000,0,0,20241213,010323
FSPE2000     , 100, 200,   ,2023,2,00000000,0,0,20230515,001514
G90N 000     , 400,    ,   ,2023,1,00000000,0,0,20241213,010320
KKUE 000     , 450, 400,   ,2023,1,00000000,0,0,20241213,010533
NFTEA000     , 300, 100,   ,2023,1,00000000,0,0,20230713,001534
KS2N5000     , 300,    ,   ,2023,1,00000000,0,0,20241213,010617
KJRE 000     , 150,    ,   ,2023,11,00000000,0,0,20241213,010454
951RB9000    ,    ,    ,   ,2023,1,00000000,0,0,20241213,010111
951SB9000    ,    ,    ,   ,2023,1,00000000,0,0,20241213,010111
DFCV  R000   , 150,    ,   ,2023,1,00000000,0,0,20230612,001445
KS1EK000     , 200,    ,   ,2023,2,00000000,0,0,20231003,131311
KS1EK000     , 200,    ,   ,2023,1,00000000,0,0,20240219,001522
KS1NA000     , 150,    ,   ,2023,3,00000000,0,0,20241213,010559
KJRE 113     , 200,    ,   ,2023,3,00000000,0,0,20241213,010457
KUTEA000     , 200,  75,   ,2023,2,00000000,0,0,20241213,010623
T22E 000     , 200,    ,   ,2023,2,00000000,0,0,20241213,010754
G45E 000     , 100,    ,   ,2021,11,00000000,0,0,20241213,010316
NFTEA000     , 300,  75,   ,2021,3,00000000,0,0,20241213,010654
FSPER113     ,  75, 100,   ,2021,2,00000000,0,0,20241213,010249
G90E 002     , 250,    ,   ,2021,3,00000000,0,0,20210210,101043
KS1EA000     , 450,    ,   ,2021,3,00000000,0,0,20241213,010551
KS2EA000     , 450,    ,   ,2021,3,00000000,0,0,20241213,010610
G90E 113     , 300,    ,   ,2021,1,00000000,0,0,20210210,142403
F3TEA904     , 600, 600,   ,2021,3,00000000,0,0,20210210,105209
F90EA904     , 600,    ,   ,2021,3,00000000,0,0,20210210,105209
NNSE 000     , 350, 300,   ,2021,3,00000000,0,0,20241213,010713
KS2ND000     , 350,    ,   ,2021,1,00000000,0,0,20241213,010618
KKUN 000     , 400, 150,   ,2021,1,00000000,0,0,20241213,010536
FFCER000     , 400,    ,   ,2021,1,00000000,0,0,20241213,010216
KKUE 002     , 350, 150,   ,2021,3,00000000,0,0,20210210,141914
GL4D 916     ,  75,    ,   ,2021,1,00000000,0,0,20241213,010342
FB2ER000     , 400, 100,   ,2021,1,00000000,0,0,20210412,001202
G90Z 000     , 200,    ,   ,2021,1,00000000,0,0,20220117,001326
GVTED000     , 300,  75,   ,2021,3,00000000,0,0,20241213,010353
GS1ED000     , 300,    ,   ,2021,3,00000000,0,0,20241213,010344
K22D 000     , 200,    ,   ,2021,3,00000000,0,0,20241213,010409
KS1DR000     ,  75,    ,   ,2021,3,00000000,0,0,20241213,010546
K45E 000     ,  75,    ,   ,2021,1,00000000,0,0,20241213,010420
TS1E2000     ,  75,    ,   ,2021,2,00000000,0,0,20241213,010802
KJRN 000     , 200,    ,   ,2021,3,00000000,0,0,20241213,010458
KS2NA000     , 200,    ,   ,2021,2,00000000,0,0,20241213,010617
T45N 000     , 200,    ,   ,2021,2,00000000,0,0,20241213,010756
KS2NA000     ,  75,    ,   ,2021,2,00000000,0,0,20241213,010617
G90D 000     , 200,    ,   ,2021,1,00000000,0,0,20241213,010318
KZPE 000     , 100, 450,   ,2021,2,00000000,0,0,20241213,010629
GS1D2000     , 150,    ,   ,2021,1,00000000,0,0,20241213,010342
GS1DR000     , 150,    ,   ,2021,1,00000000,0,0,20241213,010343
F3TYR113     , 150, 150,   ,2021,3,00000000,0,0,20241213,010153
K45E 113     , 200,    ,   ,2024,2,00000000,0,0,20241213,010423
K22E 113     , 200,    ,   ,2024,2,00000000,0,0,20241213,010413
K11E 113     , 200,    ,   ,2024,2,00000000,0,0,20241213,010403
KFTEA113     , 200,  75,   ,2024,2,00000000,0,0,20240415,001550
KS1EA113     , 200,    ,   ,2024,2,00000000,0,0,20241213,010551
KS2EA113     , 200,    ,   ,2024,2,00000000,0,0,20241213,010610
T45E 000     , 150,    ,   ,2024,31,00000000,1,0,20241213,010755
FSPEA000     ,  75, 400,   ,2024,31,00000000,38,3,20241213,010239
KP1E 000     , 150,    ,   ,2024,31,00000000,5,0,20241213,010540
FFCER000     , 500,    ,   ,2024,2,00000000,0,0,20241210,151139
F3TER000     , 250, 150,   ,2024,2,00000000,0,0,20241211,131705
FRPER000     , 250, 200,   ,2024,2,00000000,0,0,20240318,104429
N45E 000     , 300,    ,   ,2024,3,00000000,0,0,20241213,010647
GVTEA000     , 250,  75,   ,2024,3,00000000,5,5,20241213,010352
ZPFER000     , 100,  75,   ,2024,3,00000000,0,0,20240612,063535
ZPFER000     , 150,  75,   ,2024,3,00000000,0,1,20241213,001438
GZPN 000     ,  75, 300,   ,2024,1,00000000,5,0,20241213,010356
ZPFER000     , 200,  50,   ,2024,1,00000000,1,0,20241213,010822
KP1N 000     , 200,    ,   ,2024,2,00000000,0,0,20241213,010543
FRPED000     , 200, 100,   ,2024,1,00000000,0,0,20240415,001506
KJRE 000     , 300,    ,   ,2022,41,00000000,0,0,20240925,093949
KJRE 000     , 300,    ,   ,2023,41,00000000,0,0,20240925,093949
KJRE 000     , 300,    ,   ,2024,41,00000000,0,0,20240925,093949
GS1DR000     , 250,    ,   ,2024,1,00000000,0,0,20241213,010343
GS1D2000     , 250,    ,   ,2024,1,00000000,0,0,20241213,010342
GSPD 000     , 150,    ,   ,2024,1,00000000,0,0,20241213,010348
GUTDR000     , 150,  75,   ,2024,1,00000000,42,0,20241213,010350
F3TER904     , 500, 300,   ,2024,3,00000000,0,0,20241213,010149
FSPNA000     ,  75, 150,   ,2024,2,00000000,0,0,20241213,010253
G22E AAA     , 150,    ,   ,2024,2,00000000,0,0,20240207,164745
KZPE 000     , 150, 450,   ,2024,2,00000000,3,3,20241213,010629
KZPE 000     , 150, 450,   ,2024,1,00000000,1,1,20241213,010629
KFTER000     , 600, 100,   ,2024,1,00000000,0,0,20240415,001525
K22E 000     , 350,    ,   ,2024,3,00000000,5,2,20241213,010412
2BN  000     , M16,  65,   ,2024,1,00000000,4,0,20241213,010055
KS1ER113     , 200,    ,   ,2024,1,00000000,0,0,20241114,142834
KS1ER113     , 200,    ,   ,2024,2,00000000,0,0,20241213,001504
FSPES00A     ,  75, 400,   ,2024,1,00000000,0,0,20241108,130110
KKTE 000     , 300, 300,   ,2024,3,00000000,1,0,20241213,010520
KKME 000     , 300, 100,   ,2024,2,00000000,0,0,20241107,112808
FSPEA000     , 100, 100,   ,2024,1,00000000,0,0,20241126,145826
G05E 000     , 400,    ,   ,2024,2,00000000,5,3,20241213,010309
FRPE5900     , 300, 250,   ,2024,1,00000000,0,0,20240207,155815
KS1E5900     , 350,    ,   ,2024,1,00000000,0,0,20240208,140217
F3TER000     , 250, 150,   ,2024,1,00000000,0,0,20241213,001439
FRPER000     , 250, 200,   ,2024,1,00000000,0,0,20241213,010228
DEAG CG000   ,  75, 100,   ,2024,1,00000000,0,0,20241209,142503
F90ZR000     , 400,    ,   ,2021,1,00000000,0,0,20210517,001214
N45D 000     , 300,    ,   ,2021,3,00000000,0,0,20241213,010646
KKSE 000     , 300, 200,   ,2021,2,00000000,0,0,20241213,010509
FFCER000     , 250,    ,   ,2021,2,00000000,0,0,20241213,010216
KKSE 000     , 200, 150,   ,2021,2,00000000,0,0,20241213,010507
321FB4101    ,    ,    ,   ,2021,1,00000000,0,0,20241213,010101
GJRE 000     , 250,    ,   ,2021,3,00000000,0,0,20241213,010340
KFTER000     , 150,  75,   ,2021,3,00000000,0,0,20241213,010443
DEKR  R000   ,  25,    ,   ,2021,1,00000000,0,0,20241213,010129
KS1E2000     ,  75,    ,   ,2021,2,00000000,0,0,20241213,010548
GZPE 000     ,  75, 300,   ,2021,72,00000000,0,0,20241213,010354
KS1E2000     , 500,    ,   ,2021,1,00000000,0,0,20241213,010549
G22E 000     , 200,    ,   ,2021,3,00000000,0,0,20241213,010314
EJRE 990     , 150,    ,   ,2021,1,00000000,0,0,20241213,010141
EETE 990     , 150,  75,   ,2021,1,00000000,0,0,20241213,010141
EETE 990     , 150, 150,   ,2021,1,00000000,0,0,20241213,010141
E45E 990     ,  75,    ,   ,2021,1,00000000,0,0,20241213,010140
E45E 990     , 100,    ,   ,2021,1,00000000,0,0,20241213,010140
E11E 990     , 100,    ,   ,2021,1,00000000,0,0,20241213,010139
EJRE 990     ,  75,    ,   ,2021,1,00000000,0,0,20241213,010141
GGTE 002     , 100,  75,   ,2023,1,00000000,0,0,20230307,184516
GGHE 002     , 150,    ,   ,2023,1,00000000,0,0,20241213,010330
GFTEA002     , 100,  75,   ,2023,1,00000000,0,0,20230307,184516
GJRE 002     , 150,    ,   ,2023,1,00000000,0,0,20241213,010341
KS1N2000     , 200,    ,   ,2023,1,00000000,0,0,20241213,010558
KKME 000     , 300, 100,   ,2023,2,00000000,0,0,20240207,105323
K05E 000     , 300,    ,   ,2023,2,00000000,0,0,20241213,010357
FSPER002     ,  75, 250,   ,2023,3,00000000,0,0,20230306,114139
DEAG SG000   ,  75, 100,   ,2023,1,00000000,4,1,20241213,010123
FTMER000     , 300,    ,   ,2023,2,00000000,0,0,20241213,010305
GGHE 002     , 100,    ,   ,2023,3,00000000,0,0,20231215,161310
FFCE5903     ,  75,    ,   ,2021,2,00000000,0,0,20230306,144407
FFCE5903     ,  75,    ,   ,2023,2,00000000,0,0,20230306,145107
KFTEA000     ,  75,  75,   ,2023,3,00000000,2,2,20241213,010438
KFTEA000     , 150,  75,   ,2023,3,00000000,2,2,20241213,010438
KJRZ 000     , 400,    ,   ,2023,3,00000000,0,0,20241213,010500
